id,impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.full,location.latitude,location.longitude,location.name,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
ci37640976,73,0.4,2,14.55,0.06129,"9km N of Anza, CA",33.6343333,-116.6635,California,27,1.46965E+12,7/27/2016 14:54,14,54,7,38,2016
ci37640992,66,1.59,39,-1.4,0.1113,"11km SSW of Lucerne Valley, CA",34.3563333,-117.0238333,California,27,1.46965E+12,7/27/2016 14:57,14,57,7,47,2016
ak13831411,176.3999859,1.8,50,16.7,0.3584278,"44km N of Chernabura Island, Alaska",55.1878,-159.5203,Alaska,27,1.46965E+12,7/27/2016 15:00,15,0,7,2,2016
mb80163444,88,2.94,135,-2,0.197,"4km ENE of Butte, Montana",46.0183333,-112.4775,Montana,27,1.46965E+12,7/27/2016 15:02,15,2,7,6,2016
ak13831412,169.1999865,1.5,35,103.5,0.1221709,"67km NW of Nikiski, Alaska",61.0793,-152.2331,Alaska,27,1.46965E+12,7/27/2016 15:08,15,8,7,20,2016
ak13808979,28.7999977,2.9,129,95.5,0.2542232,"33km SE of Redoubt Volcano, Alaska",60.2799,-152.3027,Alaska,27,1.46965E+12,7/27/2016 15:25,15,25,7,55,2016
ci37641016,46,1.36,28,-0.55,0.04769,"4km SE of Home Gardens, CA",33.8495,-117.4875,California,27,1.46965E+12,7/27/2016 15:32,15,32,7,32,2016
nc72667096,215,1.84,52,1.44,0.1657,"24km WNW of San Simeon, California",35.7406667,-121.438,California,27,1.46965E+12,7/27/2016 15:38,15,38,7,17,2016
pr16209004,255.6,2.7,112,74,0.67463478,"75km N of Culebra, Puerto Rico",18.9866,-65.2505,Puerto Rico,27,1.46965E+12,7/27/2016 15:38,15,38,7,54,2016
ak13831414,313.1999749,2.1,68,4.8,1.139064,"142km S of Unalaska, Alaska",52.5918,-166.5903,Alaska,27,1.46965E+12,7/27/2016 15:43,15,43,7,33,2016
ci37641032,50,1.02,16,1.19,0.08604,"21km ENE of Thermal, CA",33.7351667,-115.9486667,California,27,1.46965E+12,7/27/2016 15:53,15,53,7,25,2016
nc72667106,87,0.75,9,5.19,0.02757,"12km SE of Mammoth Lakes, California",37.5753333,-118.8585,California,27,1.46965E+12,7/27/2016 16:17,16,17,7,53,2016
ak13831415,89.9999928,1.4,30,72.7,0.3036306,"68km W of Willow, Alaska",61.6867,-151.3328,Alaska,27,1.46965E+12,7/27/2016 16:30,16,30,7,28,2016
ci37641064,61,0.9,12,-1.01,0.06748,"12km SE of Tehachapi, CA",35.0581667,-118.3453333,California,27,1.46965E+12,7/27/2016 16:36,16,36,7,27,2016
ak13809431,82.79999338,1,15,0.3,0.2551215,"23km WSW of Cantwell, Alaska",63.2885,-149.3678,Alaska,27,1.46965E+12,7/27/2016 16:37,16,37,7,17,2016
ak13831417,226.7999819,1.8,50,25,0.6836179,"87km NE of Kodiak, Alaska",58.2784,-151.2473,Alaska,27,1.46965E+12,7/27/2016 16:47,16,47,7,8,2016
ak13809853,57.59999539,0.9,12,10.8,0.167985,"15km NE of Coldfoot, Alaska",67.3656,-149.9578,Alaska,27,1.46965E+12,7/27/2016 16:49,16,49,7,14,2016
ak13809854,39.59999683,2,62,1.5,0.0530006,"92km N of Redoubt Volcano, Alaska",61.3078,-152.4596,Alaska,27,1.46965E+12,7/27/2016 16:50,16,50,7,22,2016
ak13831420,215.9999827,1.6,39,4.7,0.05210229,"93km N of Redoubt Volcano, Alaska",61.3199,-152.5167,Alaska,27,1.46965E+12,7/27/2016 16:51,16,51,7,1,2016
ak13831421,223.1999821,1,15,7.1,0.04401745,"93km N of Redoubt Volcano, Alaska",61.3148,-152.5359,Alaska,27,1.46965E+12,7/27/2016 16:51,16,51,7,39,2016
ak13809857,61.1999951,1.4,30,3,0.03413598,"91km NW of Nikiski, Alaska",61.2971,-152.4237,Alaska,27,1.46965E+12,7/27/2016 16:53,16,53,7,52,2016
ak13831423,226.7999819,1.8,50,47,0.2281721,"22km SE of Nikolski, Alaska",52.7724,-168.6702,Alaska,27,1.46965E+12,7/27/2016 17:06,17,6,7,6,2016
ak13809859,57.59999539,1.3,26,25.1,0.6387022,"76km E of Cantwell, Alaska",63.5041,-147.4457,Alaska,27,1.46965E+12,7/27/2016 17:09,17,9,7,18,2016
uw61172422,168,0.51,4,2.54,0.0169,"33km S of Morton, Washington",46.2615,-122.2033333,Washington,27,1.46965E+12,7/27/2016 17:17,17,17,7,18,2016
ak13809862,97.19999222,1.9,56,0,0.1859513,"35km NNE of Whittier, Alaska",61.0448,-148.3254,Alaska,27,1.46965E+12,7/27/2016 17:27,17,27,7,50,2016
ak13809864,57.59999539,2.5,96,120.9,0.182358,"80km ESE of Old Iliamna, Alaska",59.556,-153.5477,Alaska,27,1.46966E+12,7/27/2016 17:39,17,39,7,37,2016
ak13809870,79.19999366,0.9,12,17.3,0.02694946,"28km N of North Nenana, Alaska",64.8328,-149.0904,Alaska,27,1.46966E+12,7/27/2016 17:41,17,41,7,39,2016
uw61172437,235,1.03,16,-0.78,0.15,"11km NE of Woodland, Washington",45.9655,-122.629,Washington,27,1.46966E+12,7/27/2016 17:43,17,43,7,30,2016
ak13809873,107.9999914,0.2,1,9.4,0.1527136,"6km NE of North Pole, Alaska",64.7836,-147.2442,Alaska,27,1.46966E+12,7/27/2016 17:47,17,47,7,1,2016
uw61172452,69,1.49,34,16.7,0.2167,"16km ESE of Soap Lake, Washington",47.355,-119.2785,Washington,27,1.46966E+12,7/27/2016 17:59,17,59,7,1,2016
uw61172457,159,0.99,15,6.51,0.04863,"10km SE of Desert Aire, Washington",46.606,-119.8398333,Washington,27,1.46966E+12,7/27/2016 18:01,18,1,7,30,2016
ci37641112,147,0.68,7,15.88,0.05913,"11km SE of Valle Vista, CA",33.6805,-116.8106667,California,27,1.46966E+12,7/27/2016 18:13,18,13,7,30,2016
ci37641120,61,1.15,20,-0.13,0.07043,"44km NNW of Los Algodones, B.C., MX",33.0428333,-114.9765,Mexico,27,1.46966E+12,7/27/2016 18:15,18,15,7,27,2016
uw61172462,272,1.36,28,-0.6,0.1345,"11km NW of West Longview, Washington",46.2443333,-123.1063333,Washington,27,1.46966E+12,7/27/2016 18:17,18,17,7,55,2016
ak13810299,32.39999741,1.7,44,27.8,0.1131877,"38km ENE of Sutton-Alpine, Alaska",61.8735,-148.1367,Alaska,27,1.46966E+12,7/27/2016 18:18,18,18,7,50,2016
ci37641128,59,0.89,12,9.53,0.05766,"24km ESE of Ridgecrest, CA",35.5331667,-117.4345,California,27,1.46966E+12,7/27/2016 18:20,18,20,7,7,2016
uw61172467,80,1.46,33,-0.85,0.07131,"15km ESE of Cle Elum, Washington",47.1195,-120.7686667,Washington,27,1.46966E+12,7/27/2016 18:20,18,20,7,58,2016
us100069h3,134,4.2,271,114.7,3.705,"43km N of Kainantu, Papua New Guinea",-5.9001,145.8818,Papua New Guinea,27,1.46966E+12,7/27/2016 18:38,18,38,7,40,2016
ak13831430,244.7999804,1.6,39,21.7,0.5425824,"106km SSW of Unalaska, Alaska",53.0238,-167.2729,Alaska,27,1.46966E+12,7/27/2016 18:41,18,41,7,9,2016
ak13810305,107.9999914,1,15,14.9,0.1185776,"50km S of Cantwell, Alaska",62.947,-148.7739,Alaska,27,1.46966E+12,7/27/2016 18:42,18,42,7,17,2016
uu60156892,67,1.24,24,5.77,0.02234,"10km NW of West Yellowstone, Montana",44.7286667,-111.2005,Montana,27,1.46966E+12,7/27/2016 18:45,18,45,7,18,2016
ak13810729,183.5999853,1.7,44,0,0.2129007,"108km NNW of Larsen Bay, Alaska",58.4159,-154.7655,Alaska,27,1.46966E+12,7/27/2016 19:01,19,1,7,32,2016
ak13810820,93.59999251,0.9,12,10.2,0.6701432,"79km ENE of Cantwell, Alaska",63.5541,-147.3938,Alaska,27,1.46966E+12,7/27/2016 19:06,19,6,7,11,2016
ak13810819,53.99999568,1.1,19,4.5,0.02155957,"75km NW of Nikiski, Alaska",61.1827,-152.2379,Alaska,27,1.46966E+12,7/27/2016 19:06,19,6,7,27,2016
uw61172487,125,1.87,54,-0.15,0.06464,"11km SW of Brewster, Washington",48.0113333,-119.8786667,Washington,27,1.46966E+12,7/27/2016 19:11,19,11,7,55,2016
uw61172492,210,1.94,58,-0.53,0.6023,"3km SSW of Princeton, Canada",49.425,-120.523,Canada,27,1.46966E+12,7/27/2016 19:16,19,16,7,30,2016
nc72667156,242,2.5,96,19.98,0.1677,"36km SSW of Ferndale, California",40.2971667,-124.5011667,California,27,1.46966E+12,7/27/2016 19:22,19,22,7,24,2016
us100067wm,58,4.6,326,10,1.19,"31km SSE of Sary-Tash, Kyrgyzstan",39.4543,73.3421,Kyrgyzstan,27,1.46966E+12,7/27/2016 19:27,19,27,7,44,2016
ci37641144,58,1.82,51,-0.82,0.1042,"5km NNW of Boron, CA",35.038,-117.6803333,California,27,1.46966E+12,7/27/2016 19:32,19,32,7,21,2016
nm60152891,48,1.88,54,11.98,0.04105,"8km NNW of Dyersburg, Tennessee",36.1005,-89.426,Tennessee,27,1.46966E+12,7/27/2016 19:32,19,32,7,43,2016
ak13810828,154.7999876,0.7,8,9.2,0.1293574,"8km E of Healy, Alaska",63.8442,-148.788,Alaska,27,1.46966E+12,7/27/2016 19:34,19,34,7,32,2016
ak13831436,176.3999859,2.1,68,47.7,0.4051402,"44km S of Sand Point, Alaska",54.9465,-160.3859,Alaska,27,1.46966E+12,7/27/2016 19:43,19,43,7,21,2016
ak13810834,122.3999902,0.6,6,4.5,0.06378039,"15km ENE of Eielson Air Force Base, Alaska",64.7299,-146.7726,Alaska,27,1.46966E+12,7/27/2016 19:51,19,51,7,8,2016
ci37641160,80,0.97,14,-0.5,0.02757,"13km SSE of Home Gardens, CA",33.7748333,-117.4486667,California,27,1.46966E+12,7/27/2016 19:52,19,52,7,40,2016
us100067x9,92,4.8,354,21.49,2.033,"83km NE of Hihifo, Tonga",-15.4456,-173.1647,Tonga,27,1.46966E+12,7/27/2016 19:56,19,56,7,17,2016
ci37641168,67,0.34,2,2.04,0.009406,"16km E of Coso Junction, CA",36.0303333,-117.775,California,27,1.46966E+12,7/27/2016 19:59,19,59,7,55,2016
ak13811260,154.7999876,2.3,81,32.2,0.7896191,"95km S of Chignik Lake, Alaska",55.4078,-158.4937,Alaska,27,1.46966E+12,7/27/2016 20:00,20,0,7,53,2016
nc72667176,65,0.93,13,1.5,0.01162,"4km WNW of Cobb, California",38.8311653,-122.7736664,California,27,1.46966E+12,7/27/2016 20:02,20,2,7,44,2016
nc72667181,167,1.88,54,13.44,0.188,"10km WNW of Big Pine, California",37.2006667,-118.4,California,27,1.46966E+12,7/27/2016 20:03,20,3,7,5,2016
ci37641176,27,1.64,41,9.84,0.08017,"23km ESE of Anza, CA",33.449,-116.462,California,27,1.46966E+12,7/27/2016 20:05,20,5,7,18,2016
ak13832313,71.99999424,2,62,68.5,0.6054645,"131km ENE of Chignik Lake, Alaska",56.8766,-156.9522,Alaska,27,1.46966E+12,7/27/2016 20:07,20,7,7,6,2016
ak13811261,277.1999778,2.3,81,45.8,0.9279597,"94km S of Atka, Alaska",51.3507,-174.284,Alaska,27,1.46966E+12,7/27/2016 20:08,20,8,7,24,2016
nm60152966,116,2.76,137,2.25,0.4965,"4km NE of Dover, Arkansas",35.4215,-93.0776667,Arkansas,27,1.46967E+12,7/27/2016 20:19,20,19,7,39,2016
ci37641192,212,3.08,147,5.96,0.6951,"149km SE of Estacion Coahuila, B.C., MX",31.1293333,-114.0478333,Mexico,27,1.46967E+12,7/27/2016 20:26,20,26,7,10,2016
ci37143356,92,0.65,6,2.03,0.05133,"6km ENE of Coso Junction, CA",36.0583333,-117.879,California,27,1.46967E+12,7/27/2016 20:26,20,26,7,21,2016
ak13811269,46.79999626,1.4,30,3.5,0.3314783,"137km SE of McGrath, Alaska",62.2068,-153.4684,Alaska,27,1.46967E+12,7/27/2016 20:31,20,31,7,6,2016
us100067xj,149,4.3,284,27.62,0.305,"48km WNW of Ovalle, Chile",-30.3675,-71.6354,Chile,27,1.46967E+12,7/27/2016 20:34,20,34,7,20,2016
ak13811271,82.79999338,0.6,6,20.4,0.2659013,"51km SW of North Nenana, Alaska",64.2608,-149.8759,Alaska,27,1.46967E+12,7/27/2016 20:34,20,34,7,48,2016
us100069hu,124,4.3,284,76.01,1.686,"88km ESE of Taron, Papua New Guinea",-4.8885,153.7064,Papua New Guinea,27,1.46967E+12,7/27/2016 20:34,20,34,7,48,2016
ci37641200,110,0.62,6,4.35,0.09109,"5km NW of Banning, CA",33.9611667,-116.9105,California,27,1.46967E+12,7/27/2016 20:35,20,35,7,31,2016
us100069i2,176,4.4,298,599.55,8.139,South of the Fiji Islands,-25.9135,178.4949,South of the Fiji Islands,27,1.46967E+12,7/27/2016 20:36,20,36,7,42,2016
nc71104639,334,0.68,7,6.89,0.06007,"22km SW of Gustine, California",37.1026667,-121.154,California,27,1.46967E+12,7/27/2016 20:40,20,40,7,6,2016
us10006bs3,269,3.1,148,25.3,2.056,"190km SSW of Buldir Island, Alaska",50.7456,174.994,Alaska,27,1.46967E+12,7/27/2016 21:03,21,3,7,7,2016
ak13832318,118.7999905,1.2,22,76,0.2632064,"27km WNW of Anchor Point, Alaska",59.8913,-152.2587,Alaska,27,1.46967E+12,7/27/2016 21:06,21,6,7,58,2016
ak13832319,82.79999338,1.5,35,44.4,0.247935,"4km SSE of Sterling, Alaska",60.4989,-150.7259,Alaska,27,1.46967E+12,7/27/2016 21:07,21,7,7,5,2016
ci37641208,109,0.74,8,15.6,0.05845,"12km SSW of Idyllwild, CA",33.6505,-116.7821667,California,27,1.46967E+12,7/27/2016 21:10,21,10,7,28,2016
nc72667201,113,0.23,1,2.17,0.008497,"6km NW of The Geysers, California",38.8168333,-122.817,California,27,1.46967E+12,7/27/2016 21:11,21,11,7,49,2016
nn00553602,156.91,0.4,2,12.5,0.193,"19km NW of Hawthorne, Nevada",38.6668,-118.7643,Nevada,27,1.46967E+12,7/27/2016 21:20,21,20,7,7,2016
ak13811707,104.3999916,1.6,39,7.6,0.08983153,"80km E of Cape Yakataga, Alaska",60.1265,-140.9892,Alaska,27,1.46967E+12,7/27/2016 21:23,21,23,7,14,2016
nc71104644,312,0.49,4,2.7,0.04464,"27km NE of Hollister, California",37.0341667,-121.1968333,California,27,1.46967E+12,7/27/2016 21:34,21,34,7,3,2016
hv61355286,267,1.76,48,33.915,0.1203,"21km SSW of Leilani Estates, Hawaii",19.2946667,-155.0171667,Hawaii,27,1.46967E+12,7/27/2016 21:39,21,39,7,32,2016
ak13811717,107.9999914,1.3,26,13.6,0.4195132,"112km WNW of Haines Junction, Canada",61.2486,-139.3301,Canada,27,1.46967E+12,7/27/2016 21:40,21,40,7,14,2016
pr16210000,288,2.8,121,43,0.63331228,"55km N of Hatillo, Puerto Rico",18.9834,-66.7925,Puerto Rico,27,1.46967E+12,7/27/2016 21:41,21,41,7,30,2016
us100067xv,0,3.7,211,7.5,0,"107km WNW of Haines Junction, Canada",61.2297,-139.2366,Canada,27,1.46967E+12,7/27/2016 21:42,21,42,7,17,2016
nc72667211,230,0.99,15,-0.12,0.05734,"11km SSE of Mammoth Lakes, California",37.555,-118.9075,California,27,1.46967E+12,7/27/2016 21:58,21,58,7,29,2016
ci37641224,53,1.25,24,12.95,0.07064,"7km SSE of Loma Linda, CA",33.9906667,-117.2443333,California,27,1.46967E+12,7/27/2016 21:58,21,58,7,46,2016
ci37641232,147,0.71,8,16.36,0.04424,"8km SE of Idyllwild, CA",33.6855,-116.6713333,California,27,1.46967E+12,7/27/2016 22:02,22,2,7,19,2016
ak13812167,89.9999928,0.2,1,15,0.06557702,"30km N of North Nenana, Alaska",64.8504,-149.0505,Alaska,27,1.46967E+12,7/27/2016 22:05,22,5,7,18,2016
nn00553550,60.83,1.7,44,9.5,0.188,"30km SSW of Hawthorne, Nevada",38.2658,-118.7435,Nevada,27,1.46967E+12,7/27/2016 22:06,22,6,7,14,2016
ak13832324,93.59999251,1.2,22,59.6,0.2757828,"20km NNE of Anchor Point, Alaska",59.9332,-151.6507,Alaska,27,1.46967E+12,7/27/2016 22:07,22,7,7,33,2016
ak13832325,219.5999824,1.9,56,20.9,0.6431937,"11km SSW of Amatignak Island, Alaska",51.1638,-179.1618,Alaska,27,1.46967E+12,7/27/2016 22:07,22,7,7,44,2016
ak13832326,57.59999539,1.7,44,114,0.05569555,"79km W of Anchor Point, Alaska",59.7084,-153.2323,Alaska,27,1.46967E+12,7/27/2016 22:14,22,14,7,34,2016
ci37641240,49,1.74,47,9.34,0.009231,"20km SSW of La Quinta, CA",33.5145,-116.4226667,California,27,1.46967E+12,7/27/2016 22:19,22,19,7,29,2016
mb80163534,197,2.02,63,5,1.188,"30km NNE of Cut Bank, Montana",48.8751667,-112.1306667,Montana,27,1.46967E+12,7/27/2016 22:20,22,20,7,0,2016
ak13832327,237.599981,1.8,50,24.4,0.7366185,"86km SSE of Unalaska, Alaska",53.2254,-165.8291,Alaska,27,1.46967E+12,7/27/2016 22:23,22,23,7,32,2016
nc72667221,116,0.58,5,1.34,0.008377,"2km E of The Geysers, California",38.7796669,-122.7241669,California,27,1.46967E+12,7/27/2016 22:24,22,24,7,28,2016
ak13832328,212.399983,1.9,56,0,0.9576041,"70km WNW of Gustavus, Alaska",58.5396,-136.9227,Alaska,27,1.46967E+12,7/27/2016 22:26,22,26,7,20,2016
ak13812182,50.39999597,1.6,39,79.2,0.313512,"42km W of Talkeetna, Alaska",62.3426,-150.9251,Alaska,27,1.46967E+12,7/27/2016 22:39,22,39,7,38,2016
ak13832330,244.7999804,2.1,68,3.5,0.9081968,"119km S of Unalaska, Alaska",52.8095,-166.7744,Alaska,27,1.46967E+12,7/27/2016 22:49,22,49,7,26,2016
nc72667246,291,0.57,5,3.65,0.1008,"16km S of Mammoth Lakes, California",37.5061667,-119.0055,California,27,1.46967E+12,7/27/2016 22:52,22,52,7,46,2016
ci37641256,153,0.42,3,10.66,0.03859,"15km ESE of Anza, CA",33.5196667,-116.5213333,California,27,1.46967E+12,7/27/2016 23:01,23,1,7,51,2016
ak13832331,97.19999222,1.5,35,46.9,0.2353586,"101km NNW of Kodiak, Alaska",58.6771,-152.8279,Alaska,27,1.46968E+12,7/27/2016 23:19,23,19,7,7,2016
nn00553605,283.84,0.2,1,14.5,0.356,"38km SSE of Goldfield, Nevada",37.4176,-117.0073,Nevada,27,1.46968E+12,7/27/2016 23:22,23,22,7,40,2016
ak13812185,233.9999813,1.8,50,25.6,0.3233935,"56km SSE of Little Sitkin Island, Alaska",51.4712,178.8021,Alaska,27,1.46968E+12,7/27/2016 23:26,23,26,7,57,2016
nn00553553,228.31,1.4,30,0,0.224,"31km NW of Searchlight, Nevada",35.6923,-115.1236,Nevada,27,1.46968E+12,7/27/2016 23:30,23,30,7,23,2016
ci37641264,41,1.13,20,3.92,0.1495,"24km N of California City, CA",35.3395,-118.006,California,27,1.46968E+12,7/27/2016 23:39,23,39,7,44,2016
nc71104649,313,0.5,4,2.98,0.04592,"27km NE of Hollister, California",37.033,-121.1961667,California,27,1.46968E+12,7/27/2016 23:40,23,40,7,54,2016
uw61172567,169,0.24,1,12.1,0.02842,"25km SSE of Buckley, Washington",46.9391667,-121.9333333,Washington,27,1.46968E+12,7/27/2016 23:41,23,41,7,18,2016
ci37641272,78,0.65,6,11.46,0.04485,"15km ESE of Anza, CA",33.5131667,-116.522,California,27,1.46968E+12,7/27/2016 23:43,23,43,7,1,2016
nc72667256,92,0.91,13,2.58,0.006233,"3km WNW of The Geysers, California",38.7965012,-122.7946701,California,27,1.46968E+12,7/27/2016 23:43,23,43,7,9,2016
ci37641280,70,0.93,13,4.75,0.01824,"3km W of Borrego Springs, CA",33.2523333,-116.4063333,California,27,1.46968E+12,7/27/2016 23:44,23,44,7,1,2016
nc72667261,136,0.94,14,3.15,0.008763,"4km WNW of The Geysers, California",38.7944984,-122.7990036,California,27,1.46968E+12,7/27/2016 23:44,23,44,7,29,2016
hv61355426,78,1.54,36,12.277,0.1515,"17km WNW of Mountain View, Hawaii",19.612,-155.2628333,Hawaii,27,1.46968E+12,7/27/2016 23:46,23,46,7,7,2016
ak13812632,50.39999597,1.4,30,3,0.5030566,"82km NW of Talkeetna, Alaska",62.9088,-151.0824,Alaska,27,1.46968E+12,7/27/2016 23:50,23,50,7,13,2016
nc72667266,74,0.92,13,1.47,0.009427,"4km W of Cobb, California",38.8226662,-122.7796631,California,27,1.46968E+12,7/27/2016 23:57,23,57,7,50,2016
ak13832335,93.59999251,0.8,10,10.7,0.3072238,"98km NW of Redoubt Volcano, Alaska",61.0653,-154.1183,Alaska,27,1.46968E+12,7/27/2016 23:59,23,59,7,47,2016
ak13832336,115.1999908,1.7,44,89.9,0.4365812,"97km WNW of Larsen Bay, Alaska",57.7013,-155.5783,Alaska,28,1.46968E+12,7/28/2016 0:00,0,0,7,21,2016
hv61355456,153,2.12,69,32.66,0.03848,"6km E of Pahala, Hawaii",19.2019997,-155.4136658,Hawaii,28,1.46968E+12,7/28/2016 0:02,0,2,7,22,2016
nc72667276,60,0.35,2,4.43,0.02393,"3km ESE of Mammoth Lakes, California",37.6411667,-118.9305,California,28,1.46968E+12,7/28/2016 0:16,0,16,7,38,2016
ak13812636,68.39999453,1.1,19,0.9,0.4258014,"56km E of Cantwell, Alaska",63.4517,-147.824,Alaska,28,1.46968E+12,7/28/2016 0:21,0,21,7,19,2016
nn00553562,223.12,1.1,19,9.7,0.143,"68km ESE of Lakeview, Oregon",41.8584,-119.6533,Oregon,28,1.46968E+12,7/28/2016 0:21,0,21,7,24,2016
nn00553567,97.18,0.9,12,7.4,0.062,"22km WSW of Enterprise, Utah",37.471,-113.9345,Utah,28,1.46968E+12,7/28/2016 0:23,0,23,7,5,2016
ci37641296,109,0.84,11,0.08,0.08505,"20km ENE of Thermal, CA",33.7345,-115.9526667,California,28,1.46968E+12,7/28/2016 0:26,0,26,7,6,2016
nn00553557,120.88,2.1,68,10.4,0.148,"68km ESE of Lakeview, Oregon",41.8477,-119.658,Oregon,28,1.46968E+12,7/28/2016 0:36,0,36,7,49,2016
ak13812639,129.5999896,0.4,2,20,0.1365439,"19km SE of Salcha, Alaska",64.3928,-146.6322,Alaska,28,1.46968E+12,7/28/2016 0:42,0,42,7,49,2016
ak13812640,32.39999741,1.6,39,75.3,0.182358,"68km NNW of Nikiski, Alaska",61.2858,-151.6304,Alaska,28,1.46968E+12,7/28/2016 0:44,0,44,7,15,2016
nc72667296,116,1.13,20,7.23,0.05115,"25km NE of Soledad, California",36.5923333,-121.1303333,California,28,1.46968E+12,7/28/2016 1:00,1,0,7,54,2016
pr16210001,338.4,2.1,68,8,0.80938207,"74km NNE of Road Town, British Virgin Islands",19.0373,-64.3435,British Virgin Islands,28,1.46968E+12,7/28/2016 1:03,1,3,7,59,2016
nc72667306,54,1.18,21,6.88,0.04253,"14km S of Lake Nacimiento, California",35.5948333,-120.8835,California,28,1.46968E+12,7/28/2016 1:17,1,17,7,55,2016
ak13812641,57.59999539,1.6,39,19.3,0.2667996,"73km S of Manley Hot Springs, Alaska",64.3436,-150.7385,Alaska,28,1.46968E+12,7/28/2016 1:24,1,24,7,2,2016
nc72667311,122,1.2,22,1.25,0.1319,"18km S of Mammoth Lakes, California",37.4793333,-118.9851667,California,28,1.46968E+12,7/28/2016 1:27,1,27,7,18,2016
ak13812646,104.3999916,1.7,44,19.6,0.5731252,"68km SE of Whittier, Alaska",60.3553,-147.7705,Alaska,28,1.46968E+12,7/28/2016 1:30,1,30,7,50,2016
nc72667316,101,1.85,53,0.56,0.169,"30km SSW of Chester, California",40.0425,-121.3488333,California,28,1.46968E+12,7/28/2016 1:45,1,45,7,1,2016
ci37641392,26,2.05,65,10.82,0.0473,"14km ESE of Anza, CA",33.5101667,-116.5275,California,28,1.46968E+12,7/28/2016 1:46,1,46,7,29,2016
ak13832343,57.59999539,1.1,19,123.3,0.3117154,"37km WSW of Healy, Alaska",63.7026,-149.6378,Alaska,28,1.46968E+12,7/28/2016 1:48,1,48,7,23,2016
ci37641400,131,0.35,2,10.91,0.04202,"15km ESE of Anza, CA",33.5173333,-116.5158333,California,28,1.46969E+12,7/28/2016 1:52,1,52,7,21,2016
ak13812648,57.59999539,1.9,56,104.8,0.1832563,"65km W of Anchor Point, Alaska",59.7964,-153.0051,Alaska,28,1.46969E+12,7/28/2016 1:55,1,55,7,45,2016
ci37641408,79,1.16,21,9.71,0.154,"23km ESE of Julian, CA",33.038,-116.3626667,California,28,1.46969E+12,7/28/2016 1:56,1,56,7,31,2016
nn00553580,225.37,1.1,19,7.3,0.156,"69km ESE of Lakeview, Oregon",41.8456,-119.6456,Oregon,28,1.46969E+12,7/28/2016 1:57,1,57,7,8,2016
ak13832345,233.9999813,1.7,44,63.3,0.3422581,"35km SW of Nikolski, Alaska",52.684,-169.1817,Alaska,28,1.46969E+12,7/28/2016 2:01,2,1,7,57,2016
us100067z6,56,4.2,271,10,1.639,"9km SW of Sokhumi, Georgia",42.9566,40.8998,Georgia,28,1.46969E+12,7/28/2016 2:05,2,5,7,15,2016
ci37641432,35,1.23,23,9.64,0.1314,"6km NW of Aguanga, CA",33.4871667,-116.9063333,California,28,1.46969E+12,7/28/2016 2:09,2,9,7,23,2016
nc72667336,81,1.02,16,2.09,0.01182,"5km W of Cobb, California",38.8190002,-122.7898331,California,28,1.46969E+12,7/28/2016 2:12,2,12,7,31,2016
pr16210002,190.8,2.2,74,43,0.06557702,"9km WNW of Charlotte Amalie, U.S. Virgin Islands",18.3605,-65.022,U.S. Virgin Islands,28,1.46969E+12,7/28/2016 2:13,2,13,7,9,2016
nc72667341,40,1.36,28,3.22,0.009996,"5km W of Cobb, California",38.819,-122.7911667,California,28,1.46969E+12,7/28/2016 2:22,2,22,7,13,2016
ak13813096,104.3999916,0.5,4,3.2,0.2443418,"26km SSE of Cantwell, Alaska",63.1628,-148.782,Alaska,28,1.46969E+12,7/28/2016 2:33,2,33,7,31,2016
uw61172602,111,1.1,19,-1.08,0.02036,"28km NNW of Packwood, Washington",46.8546667,-121.7503333,Washington,28,1.46969E+12,7/28/2016 2:43,2,43,7,0,2016
nc72667356,89,2.56,102,-1.58,0.3667,"24km SSW of Gardnerville Ranchos, Nevada",38.6791667,-119.8236667,Nevada,28,1.46969E+12,7/28/2016 2:50,2,50,7,1,2016
pr16210003,241.2,1.5,35,13,0.20481588,"12km SSW of Tallaboa, Puerto Rico",17.892,-66.7545,Puerto Rico,28,1.46969E+12,7/28/2016 2:59,2,59,7,42,2016
pr16210004,338.4,2.4,89,48,0.83992479,"78km NNE of Road Town, British Virgin Islands",19.0774,-64.355,British Virgin Islands,28,1.46969E+12,7/28/2016 3:04,3,4,7,42,2016
nc72667361,74,0.87,12,1.59,0.006523,"9km WNW of Cobb, California",38.8400002,-122.8273315,California,28,1.46969E+12,7/28/2016 3:05,3,5,7,32,2016
nc72667366,130,0.47,3,2.76,0.01078,"11km ESE of Mammoth Lakes, California",37.6208333,-118.8428333,California,28,1.46969E+12,7/28/2016 3:09,3,9,7,45,2016
pr16210005,349.2,2.1,68,9,0.9522142,"106km ENE of Road Town, British Virgin Islands",18.9195,-63.7612,British Virgin Islands,28,1.46969E+12,7/28/2016 3:12,3,12,7,43,2016
